,,362c0,263c0,hcf80,,,,,
,,,,,,,,,
,,353c1,318c1,,,,,,
,,,,,,,,,
,,,,,,,,,
,,415c1,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,hcf80,,,,,
,,,,,,,,,
,,366c1,336c0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,316c0,hcf80,snf40,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,slf40,,,,
,,,,,,,,,
,,355f1,255c0,,,,,,
,,,,,,,,,
,,,,hcf80,,,,,
,,,,,,,,,
,,,,,,,,,
,,335f1,26ac0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,365c1,,,hcf80,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,41cc1,255c0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,hcf80,,,,,
,,,,,,,,,
,,,236c0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,435c2,255c0,hcf40,snf20,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,427c2,307c0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,hcfd0,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,406c1,306c0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,hcf80,hcf40,,,,
,,,,,,,,,
,,424c1,254c1,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,406c1,256c1,,,,,,
,,,,,,,,,
,,,,hcf60,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,436c1,306c1,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,hcf80,snf10,,,,
,,,,,slf10,,,,
,,406c1,324c1,,slf10,,,,
,,,,,slf10,,,,
,,,,,,,,,
,,,,,,,,,
,,,255c1,,,,,,
,,,,,,,,,
,,356c1,,hcf60,,,,,
,,,,,,,,,
,,,,,,,,,
,,,309c1,,,,,,
,,,,,,,,,
,,,,,,,,,
,,40fc2,,,,,,,
,,,,,,,,,
,,,,hcf40,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,334c1,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,308c1,hcf80,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,43fc1,33fc1,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,hoff0,hoff0,,,,
,,,,hcff0,,,,,
,,,,hoff0,hoff0,,,,
,,,,,,,,,
,,,,hcff0,hoff0,,,,
,,,,hcff0,slff0,,,,
,,,,hcff0,slff0,,,,
,,,,hcff0,slff0,,,,
,,,,hcff0,hoff0,,,,
,,,,hcff0,slff0,,,,
,,,,hcff0,slff0,,,,
,,,,,slff0,,,,
,,,,hcff0,,,,,
,,,,,,,,,
,,,,hcff0,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
